,mmsi,vessel_name,Port,dt_pos_utc,fc_vessel,OperatorCountryOfRegistration,OperatorCountryofDomicileName,vessel_type,ns_vessel,draught,diff_time,diff_time_hours,diff_time_minutes
22438,525024288,KM NIKI BAROKAH,GRE,2023-01-17 19:46:44,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,498.0,0.13833333333333334,8.3
22439,525024288,KM NIKI BAROKAH,GRE,2023-01-20 16:25:04,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,457.0,0.12694444444444444,7.616666666666666
22440,525024288,KM NIKI BAROKAH,GRE,2023-01-24 13:13:04,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,370.0,0.10277777777777777,6.166666666666667
22441,525024288,KM NIKI BAROKAH,GRE,2023-01-27 16:24:00,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,466.0,0.12944444444444445,7.766666666666667
22442,525024288,KM NIKI BAROKAH,GRE,2023-01-30 20:38:27,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,133.0,0.036944444444444446,2.216666666666667
22443,525024288,KM NIKI BAROKAH,BDJ,2023-01-31 20:16:56,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,500.0,0.1388888888888889,8.333333333333334
22444,525024288,KM NIKI BAROKAH,GRE,2023-02-01 21:20:11,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,681.0,0.18916666666666668,11.35
22445,525024288,KM NIKI BAROKAH,GRE,2023-02-04 14:19:19,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,600.0,0.16666666666666666,10.0
22446,525024288,KM NIKI BAROKAH,GRE,2023-02-06 18:13:49,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,342.0,0.095,5.7
22447,525024288,KM NIKI BAROKAH,GRE,2023-02-09 15:03:06,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,660.0,0.18333333333333332,11.0
22448,525024288,KM NIKI BAROKAH,BDJ,2023-02-10 16:43:43,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,1764.0,0.49,29.4
22449,525024288,KM NIKI BAROKAH,GRE,2023-02-11 11:13:37,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,180942.0,50.26166666666666,3015.7
22450,525024288,KM NIKI BAROKAH,SUB,2023-02-13 13:29:19,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,142661.0,39.628055555555555,2377.6833333333334
22451,525024288,KM NIKI BAROKAH,GRE,2023-02-16 21:40:30,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,209.0,0.058055555555555555,3.4833333333333334
22452,525024288,KM NIKI BAROKAH,BDJ,2023-02-17 22:46:57,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,1788.0,0.49666666666666665,29.8
22453,525024288,KM NIKI BAROKAH,GRE,2023-02-19 14:07:56,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,20.0,0.005555555555555556,0.3333333333333333
22454,525024288,KM NIKI BAROKAH,BDJ,2023-02-20 17:38:07,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,1616.0,0.4488888888888889,26.933333333333334
22455,525024288,KM NIKI BAROKAH,GRE,2023-02-21 18:50:26,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,330.0,0.09166666666666666,5.5
22456,525024288,KM NIKI BAROKAH,BDJ,2023-02-22 19:50:03,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,2814.0,0.7816666666666666,46.9
22457,525024288,KM NIKI BAROKAH,GRE,2023-02-24 17:39:51,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,472.0,0.13111111111111112,7.866666666666666
22458,525024288,KM NIKI BAROKAH,GRE,2023-02-26 22:42:15,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,336.0,0.09333333333333334,5.6
22459,525024288,KM NIKI BAROKAH,BDJ,2023-02-28 08:33:08,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,2886.0,0.8016666666666666,48.1
22460,525024288,KM NIKI BAROKAH,GRE,2023-03-01 14:50:19,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,582.0,0.16166666666666665,9.7
22461,525024288,KM NIKI BAROKAH,GRE,2023-03-04 16:50:23,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,498.0,0.13833333333333334,8.3
22462,525024288,KM NIKI BAROKAH,GRE,2023-03-06 18:02:23,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,564.0,0.15666666666666668,9.4
22463,525024288,KM NIKI BAROKAH,BDJ,2023-03-07 17:12:16,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,5123.0,1.4230555555555555,85.38333333333334
22464,525024288,KM NIKI BAROKAH,GRE,2023-03-08 17:21:58,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,273.0,0.07583333333333334,4.55
22465,525024288,KM NIKI BAROKAH,GRE,2023-03-11 16:02:34,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,531.0,0.1475,8.85
22466,525024288,KM NIKI BAROKAH,GRE,2023-03-13 18:14:31,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,370.0,0.10277777777777777,6.166666666666667
22467,525024288,KM NIKI BAROKAH,BDJ,2023-03-14 18:13:05,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,2435.0,0.6763888888888889,40.583333333333336
22468,525024288,KM NIKI BAROKAH,GRE,2023-03-15 17:38:52,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,362.0,0.10055555555555555,6.033333333333333
22469,525024288,KM NIKI BAROKAH,GRE,2023-03-18 14:04:09,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,643.0,0.1786111111111111,10.716666666666667
22470,525024288,KM NIKI BAROKAH,GRE,2023-03-20 18:51:00,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,551.0,0.15305555555555556,9.183333333333334
22471,525024288,KM NIKI BAROKAH,BDJ,2023-03-21 18:38:52,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,4.5,111.0,0.030833333333333334,1.85
