,mmsi,vessel_name,Port,dt_pos_utc,fc_vessel,OperatorCountryOfRegistration,OperatorCountryofDomicileName,vessel_type,ns_vessel,draught,diff_time,diff_time_hours,diff_time_minutes
121595,525024157,MT HELMY REJEKI,TPR,2023-01-08 10:20:34,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.5,720.0,0.2,12.0
121596,525024157,MT HELMY REJEKI,TPR,2023-01-08 11:44:34,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.5,720.0,0.2,12.0
121597,525024157,MT HELMY REJEKI,IBP,2023-01-31 00:44:37,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.5,600.0,0.16666666666666666,10.0
121598,525024157,MT HELMY REJEKI,TPR,2023-02-07 07:56:31,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.5,600.0,0.16666666666666666,10.0
121599,525024157,MT HELMY REJEKI,IBP,2023-03-04 13:03:29,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.7,607.0,0.1686111111111111,10.116666666666667
121600,525024157,MT HELMY REJEKI,IBP,2023-03-05 17:27:59,Indonesia,Indonesia,Indonesia,Tanker,Moored,5.7,4429.0,1.2302777777777778,73.81666666666666
121601,525024157,MT HELMY REJEKI,TPR,2023-03-07 11:51:44,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.5,2340.0,0.65,39.0
121602,525024157,MT HELMY REJEKI,TPR,2023-03-08 00:54:44,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.5,720.0,0.2,12.0
121603,525024157,MT HELMY REJEKI,TPR,2023-03-08 16:51:44,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.5,720.0,0.2,12.0
121604,525024157,MT HELMY REJEKI,TPR,2023-03-08 18:42:44,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.5,720.0,0.2,12.0
121605,525024157,MT HELMY REJEKI,TPR,2023-03-08 22:42:44,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.5,720.0,0.2,12.0
121606,525024157,MT HELMY REJEKI,IBP,2023-03-30 02:12:34,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,4.4,611.0,0.16972222222222222,10.183333333333334
121607,525024157,MT HELMY REJEKI,TPR,2023-03-30 13:15:29,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121608,525024157,MT HELMY REJEKI,TPR,2023-03-30 19:57:30,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121609,525024157,MT HELMY REJEKI,TPR,2023-03-30 23:39:30,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121610,525024157,MT HELMY REJEKI,TPR,2023-03-31 08:21:30,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,1802.0,0.5005555555555555,30.033333333333335
121611,525024157,MT HELMY REJEKI,TPR,2023-04-03 06:39:31,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121612,525024157,MT HELMY REJEKI,TPR,2023-04-05 11:09:32,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121613,525024157,MT HELMY REJEKI,TPR,2023-04-07 16:57:34,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121614,525024157,MT HELMY REJEKI,TPR,2023-04-08 07:21:34,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121615,525024157,MT HELMY REJEKI,TPR,2023-04-08 11:15:34,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121616,525024157,MT HELMY REJEKI,TPR,2023-04-08 13:15:35,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121617,525024157,MT HELMY REJEKI,TPR,2023-04-09 02:54:35,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121618,525024157,MT HELMY REJEKI,TPR,2023-04-14 05:48:37,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,3600.0,1.0,60.0
121619,525024157,MT HELMY REJEKI,TPR,2023-04-15 07:39:21,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,11160.0,3.1,186.0
121620,525024157,MT HELMY REJEKI,TPR,2023-04-18 13:54:22,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121621,525024157,MT HELMY REJEKI,TPR,2023-04-19 11:51:23,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,721.0,0.20027777777777778,12.016666666666667
121622,525024157,MT HELMY REJEKI,TPR,2023-04-20 15:03:23,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121623,525024157,MT HELMY REJEKI,TPR,2023-04-20 17:42:23,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,2160.0,0.6,36.0
121624,525024157,MT HELMY REJEKI,TPR,2023-04-21 14:09:24,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121625,525024157,MT HELMY REJEKI,TPR,2023-04-22 23:27:24,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121626,525024157,MT HELMY REJEKI,TPR,2023-04-23 11:45:25,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121627,525024157,MT HELMY REJEKI,TPR,2023-04-24 13:51:25,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121628,525024157,MT HELMY REJEKI,TPR,2023-04-25 17:30:26,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,721.0,0.20027777777777778,12.016666666666667
121629,525024157,MT HELMY REJEKI,TPR,2023-04-26 09:51:26,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121630,525024157,MT HELMY REJEKI,TPR,2023-04-26 12:18:26,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
121631,525024157,MT HELMY REJEKI,TPR,2023-04-26 13:21:26,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.4,720.0,0.2,12.0
