,mmsi,vessel_name,Port,dt_pos_utc,fc_vessel,OperatorCountryOfRegistration,OperatorCountryofDomicileName,vessel_type,ns_vessel,draught,diff_time,diff_time_hours,diff_time_minutes
0,205790000,CL CENTURY,MLD,2023-04-07 09:25:24,Belgium,Belgium,Belgium,Cargo,At Anchor,12.9,5041.0,1.4002777777777777,84.01666666666667
1,209008000,LABRADOR,IBP,2023-05-18 22:04:13,Cyprus,Cyprus,Cyprus,Cargo,Under Way Using Engine,8.7,546.0,0.15166666666666667,9.1
2,209008000,LABRADOR,IBP,2023-05-18 22:37:17,Cyprus,Cyprus,Cyprus,Cargo,Under Way Using Engine,8.7,208.0,0.057777777777777775,3.466666666666667
3,209138000,WARNOW CHIEF,SRG,2023-05-11 10:32:14,Cyprus,Denmark,Denmark,Cargo,Under Way Using Engine,7.1,601.0,0.16694444444444445,10.016666666666667
4,209138000,WARNOW CHIEF,SRG,2023-05-18 01:10:27,Cyprus,Denmark,Denmark,Cargo,Under Way Using Engine,7.5,600.0,0.16666666666666666,10.0
5,209138000,WARNOW CHIEF,SRG,2023-05-25 07:39:33,Cyprus,Denmark,Denmark,Cargo,Under Way Using Engine,8.6,609.0,0.16916666666666666,10.15
6,209138000,WARNOW CHIEF,SRG,2023-06-01 05:13:41,Cyprus,Denmark,Denmark,Cargo,Under Way Using Engine,8.3,601.0,0.16694444444444445,10.016666666666667
7,209317000,CYMONA STAR,IBP,2023-06-02 20:35:46,Cyprus,Marshall Islands,Greece,Cargo,Under Way Using Engine,10.0,375.0,0.10416666666666667,6.25
8,209317000,CYMONA STAR,PNJ,2023-06-11 04:21:09,Cyprus,Marshall Islands,Greece,Cargo,Under Way Using Engine,10.0,497.0,0.13805555555555554,8.283333333333333
9,209317000,CYMONA STAR,BLW,2023-06-18 19:47:52,Cyprus,Marshall Islands,Greece,Cargo,Under Way Using Engine,8.0,700.0,0.19444444444444445,11.666666666666666
10,209748000,NECKLACE,IBP,2023-04-30 18:03:09,Cyprus,Marshall Islands,Greece,Cargo,Under Way Using Engine,9.2,817.0,0.22694444444444445,13.616666666666667
11,209748000,NECKLACE,PNJ,2023-05-05 14:10:53,Cyprus,Marshall Islands,Greece,Cargo,Under Way Using Engine,9.2,1262.0,0.35055555555555556,21.033333333333335
12,209748000,NECKLACE,BLW,2023-05-15 11:32:14,Cyprus,Marshall Islands,Greece,Cargo,Moored,8.2,4501.0,1.2502777777777778,75.01666666666667
13,209755000,STAHLA,IBP,2023-04-15 23:45:22,Cyprus,Greece,Greece,Cargo,Under Way Using Engine,12.1,610.0,0.16944444444444445,10.166666666666666
14,209755000,STAHLA,GRE,2023-04-30 19:51:14,Cyprus,Greece,Greece,Cargo,Under Way Using Engine,10.3,613.0,0.17027777777777778,10.216666666666667
15,209798000,SYNERGY OAKLAND,TPR,2023-11-15 01:58:42,Cyprus,Liberia,Greece,Cargo,Under Way Using Engine,10.5,220.0,0.06111111111111111,3.6666666666666665
16,209798000,SYNERGY OAKLAND,GRE,2023-11-17 09:02:04,Cyprus,Liberia,Greece,Cargo,Under Way Using Engine,11.3,160.0,0.044444444444444446,2.6666666666666665
17,209798000,SYNERGY OAKLAND,TPR,2023-12-12 15:55:52,Cyprus,Liberia,Greece,Cargo,Under Way Using Engine,11.3,47.0,0.013055555555555556,0.7833333333333333
