,mmsi,vessel_name,Port,dt_pos_utc,fc_vessel,OperatorCountryOfRegistration,OperatorCountryofDomicileName,vessel_type,ns_vessel,draught,diff_time,diff_time_hours,diff_time_minutes
72957,525020393,PRINCESS NAOMI,BPN,2023-01-31 01:26:17,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,8.0,602.0,0.16722222222222222,10.033333333333333
72958,525020393,PRINCESS NAOMI,GRE,2023-02-10 04:41:14,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,7.6,631.0,0.17527777777777778,10.516666666666667
72959,525020393,PRINCESS NAOMI,BPN,2023-02-16 07:01:05,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,7.6,608.0,0.1688888888888889,10.133333333333333
72960,525020393,PRINCESS NAOMI,SUB,2023-02-24 19:17:34,Indonesia,Indonesia,Indonesia,Tanker,Moored,8.2,14331.0,3.9808333333333334,238.85
72961,525020393,PRINCESS NAOMI,BPN,2023-03-03 09:15:56,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,10.0,621.0,0.1725,10.35
72962,525020393,PRINCESS NAOMI,BPN,2023-03-23 17:36:51,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,7.0,411.0,0.11416666666666667,6.85
72963,525020393,PRINCESS NAOMI,GRE,2023-04-04 13:12:08,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,7.5,104.0,0.028888888888888888,1.7333333333333334
72964,525020393,PRINCESS NAOMI,BPN,2023-04-13 19:12:07,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,7.5,320.0,0.08888888888888889,5.333333333333333
72965,525020393,PRINCESS NAOMI,CXP,2023-04-25 00:22:24,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,10.1,555.0,0.15416666666666667,9.25
72966,525020393,PRINCESS NAOMI,GRE,2023-05-09 03:40:55,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,7.5,303.0,0.08416666666666667,5.05
72967,525020393,PRINCESS NAOMI,BPN,2023-05-17 14:52:15,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,10.0,401.0,0.11138888888888888,6.683333333333334
72968,525020393,PRINCESS NAOMI,BPN,2023-06-03 10:05:45,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,8.0,503.0,0.13972222222222222,8.383333333333333
