,mmsi,vessel_name,Port,dt_pos_utc,fc_vessel,OperatorCountryOfRegistration,OperatorCountryofDomicileName,vessel_type,ns_vessel,draught,time,diff_time_hours,diff_time_minutes
180005,538006257,DELOS WAVE,BUR,2023-01-05 03:19:54,Marshall Islands,Denmark,Denmark,Cargo,Under Way Using Engine,6.9,759.0,0.21083333333333334,12.65
180006,538006271,MONAX,TPR,2023-02-09 22:51:40,Marshall Islands,Singapore,Singapore,Tanker,Under Way Using Engine,6.3,62.0,0.017222222222222222,1.0333333333333334
180007,538006271,MONAX,TPR,2023-02-09 23:00:39,Marshall Islands,Singapore,Singapore,Tanker,Under Way Using Engine,6.3,1079.0,0.2997222222222222,17.983333333333334
180008,538006271,MONAX,TPR,2023-02-10 01:36:35,Marshall Islands,Singapore,Singapore,Tanker,At Anchor,6.3,44344.0,12.317777777777778,739.0666666666667
180009,538006271,MONAX,TPR,2023-02-10 14:36:35,Marshall Islands,Singapore,Singapore,Tanker,Under Way Using Engine,6.3,2888.0,0.8022222222222222,48.13333333333333
180010,538006271,MONAX,IBP,2023-02-15 04:54:49,Marshall Islands,Singapore,Singapore,Tanker,Under Way Using Engine,6.3,2011.0,0.5586111111111111,33.516666666666666
180011,538006281,KONKAR VENTURE,IBP,2023-01-04 22:14:56,Marshall Islands,Panama,Greece,Cargo,Under Way Using Engine,12.7,474847.0,131.90194444444444,7914.116666666667
180012,538006281,KONKAR VENTURE,PNJ,2023-01-10 14:10:10,Marshall Islands,Panama,Greece,Cargo,Under Way Using Engine,8.6,212253.0,58.95916666666667,3537.55
180013,538006281,KONKAR VENTURE,GRE,2023-01-14 23:54:02,Marshall Islands,Panama,Greece,Cargo,Under Way Using Engine,9.2,224924.0,62.47888888888889,3748.733333333333
180014,538006298,CP SHANGHAI,BDJ,2023-11-02 10:07:22,Marshall Islands,Singapore,Singapore,Cargo,Under Way Using Engine,7.7,45013.0,12.50361111111111,750.2166666666667
180015,538006301,AMERICA GRAECA,BPN,2023-06-23 11:31:53,Marshall Islands,Marshall Islands,Greece,Cargo,Under Way Using Engine,7.2,127685.0,35.46805555555556,2128.0833333333335
180016,538006301,AMERICA GRAECA,BPN,2023-12-08 16:51:08,Marshall Islands,Marshall Islands,Greece,Cargo,Under Way Using Engine,7.4,109594.0,30.442777777777778,1826.5666666666666
180017,538006303,SOPHIANA,PNJ,2023-02-15 23:46:39,Marshall Islands,Panama,Greece,Cargo,At Anchor,6.6,795903.0,221.08416666666668,13265.05
180018,538006304,VICTORIA,BDJ,2023-12-14 22:45:29,Marshall Islands,Panama,Greece,Cargo,Under Way Using Engine,6.7,487366.0,135.37944444444443,8122.766666666666
180019,538006353,STAR AQUARIUS,IBP,2023-08-28 07:17:26,Marshall Islands,Liberia,Greece,Cargo,Under Way Using Engine,10.2,140091.0,38.91416666666667,2334.85
180020,538006353,STAR AQUARIUS,MAK,2023-09-02 10:10:38,Marshall Islands,Liberia,Greece,Cargo,Under Way Using Engine,8.0,430014.0,119.44833333333334,7166.9
180021,538006353,STAR AQUARIUS,BPN,2023-09-08 15:13:50,Marshall Islands,Liberia,Greece,Cargo,Under Way Using Engine,8.0,52096.0,14.471111111111112,868.2666666666667
180022,538006355,GOLDEN MONTERREY,IBP,2023-07-01 12:56:36,Marshall Islands,Bermuda,Bermuda,Cargo,Under Way Using Engine,18.3,1997.0,0.5547222222222222,33.28333333333333
180023,538006364,SEA HONESTY,BDJ,2023-02-22 14:51:07,Marshall Islands,"Korea, South","Korea, South",Cargo,Under Way Using Engine,8.2,437100.0,121.41666666666667,7285.0
180024,538006364,SEA HONESTY,MLD,2023-05-21 03:58:26,Marshall Islands,"Korea, South","Korea, South",Cargo,Under Way Using Engine,7.5,781950.0,217.20833333333334,13032.5
180025,538006364,SEA HONESTY,BDJ,2023-07-15 12:52:20,Marshall Islands,"Korea, South","Korea, South",Cargo,Under Way Using Engine,7.8,640659.0,177.96083333333334,10677.65
180026,538006365,SEA FUTURE,MLD,2023-03-21 06:50:52,Marshall Islands,"Korea, South","Korea, South",Cargo,Under Way Using Engine,7.6,929197.0,258.11027777777775,15486.616666666667
180027,538006365,SEA FUTURE,BPN,2023-10-05 06:09:54,Marshall Islands,"Korea, South","Korea, South",Cargo,Under Way Using Engine,7.9,108414.0,30.115,1806.9
180028,538006366,SILVER ZOE,DUM,2023-07-25 14:10:07,Marshall Islands,"Korea, South","Korea, South",Tanker,Under Way Using Engine,7.9,329936.0,91.64888888888889,5498.933333333333
180029,538006366,SILVER ZOE,DUM,2023-07-31 18:55:09,Marshall Islands,"Korea, South","Korea, South",Tanker,Under Way Using Engine,11.9,1440.0,0.4,24.0
180030,538006378,ARGONAUT,GRE,2023-07-10 20:34:42,Marshall Islands,Monaco,Monaco,Cargo,Under Way Using Engine,12.3,330822.0,91.895,5513.7
180031,538006378,ARGONAUT,MAK,2023-07-16 03:32:45,Marshall Islands,Monaco,Monaco,Cargo,Under Way Using Engine,7.7,570588.0,158.49666666666667,9509.8
180032,538006378,ARGONAUT,BDJ,2023-07-23 23:27:39,Marshall Islands,Monaco,Monaco,Cargo,Under Way Using Engine,7.5,692574.0,192.38166666666666,11542.9
