,mmsi,vessel_name,Port,dt_pos_utc,fc_vessel,OperatorCountryOfRegistration,OperatorCountryofDomicileName,vessel_type,ns_vessel,draught,time,diff_time_hours,diff_time_minutes
102612,525021182,JUNEYAO MARU II,BDJ,2023-10-25 20:33:56,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,2.0,725.0,0.2013888888888889,12.083333333333334
102613,525021182,JUNEYAO MARU II,BDJ,2023-10-25 21:21:55,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,2.0,37602.0,10.445,626.7
102614,525021182,JUNEYAO MARU II,SUR,2023-10-26 23:39:14,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,2.0,3943.0,1.0952777777777778,65.71666666666667
102615,525021182,JUNEYAO MARU II,SUR,2023-10-27 02:14:24,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,2.0,1790.0,0.49722222222222223,29.833333333333332
102616,525021182,JUNEYAO MARU II,BPN,2023-11-01 05:57:45,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.0,896703.0,249.08416666666668,14945.05
102617,525021182,JUNEYAO MARU II,SUR,2023-11-14 14:45:38,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.8,1440.0,0.4,24.0
102618,525021182,JUNEYAO MARU II,SUR,2023-11-14 16:52:12,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.8,5584.0,1.551111111111111,93.06666666666666
102619,525021182,JUNEYAO MARU II,BDJ,2023-11-15 13:14:13,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.8,136147.0,37.81861111111111,2269.116666666667
102620,525021182,JUNEYAO MARU II,BDJ,2023-11-17 03:18:21,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.9,716.0,0.1988888888888889,11.933333333333334
102621,525021182,JUNEYAO MARU II,BDJ,2023-11-18 13:37:30,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,2.5,252.0,0.07,4.2
102622,525021182,JUNEYAO MARU II,BDJ,2023-11-18 13:54:54,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,2.5,645.0,0.17916666666666667,10.75
102623,525021182,JUNEYAO MARU II,BDJ,2023-11-18 18:40:47,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,2.5,722.0,0.20055555555555554,12.033333333333333
102624,525021182,JUNEYAO MARU II,BDJ,2023-11-18 21:16:48,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,2.5,722.0,0.20055555555555554,12.033333333333333
102625,525021182,JUNEYAO MARU II,BDJ,2023-11-18 22:46:50,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,2.5,719.0,0.19972222222222222,11.983333333333333
102626,525021182,JUNEYAO MARU II,BDJ,2023-11-19 00:10:47,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,2.5,3783.0,1.0508333333333333,63.05
102627,525021182,JUNEYAO MARU II,BDJ,2023-11-19 02:04:50,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,2.5,719.0,0.19972222222222222,11.983333333333333
102628,525021182,JUNEYAO MARU II,BDJ,2023-11-19 06:07:11,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,2.5,19582.0,5.439444444444445,326.3666666666667
