,h3_index_int,mmsi,imo,length,width,vessel_type,vessel_type_main,obs_time,flag_country,source,destination,time_lower,time_upper,unix_trigger,avg_unix,unix_disarm,sd_lat,sd_lng,trigger_lat,trigger_lng,avg_lat,avg_lng,disarm_lat,disarm_lng,mode_nav_status,obs_nav_status,state_initial,state_final,obs_count,is_valid,geom_wkt,wkt_avg_pt,imo_ihs,ShipName,mmsi_ihs,RegisteredOwnerCountryOfRegistration,RegisteredOwnerCountryofDomicile,Tonnagesystem69convention,GrossTonnage,Deadweight,ShiptypeLevel5,shipSource,Hirarki_1,Prov_ID,Kode
2279,624118019000434687,525005004,9032161,100.0,18.0,Passenger,Passenger Ship,2023-07-06 08:18:24,Indonesia,T-AIS,MKS,23.083333333333332,2.3,1688631504,1688634702,1688639784,1.3517432983019108e-05,2.098130801605835e-05,-5.123725,119.407105,-5.123722407777778,119.40712111111111,-5.123715,119.40713333,Moored,9,2,2,9,valid,"LINESTRING (119.407105 -5.123725, 119.40712111111111 -5.123722407777778,119.40713333 -5.123715)",POINT (119.40712111111111 -5.123722407777778),9032161,BINAIYA,525005004.0,Indonesia,Indonesia,I,6022,1418,Passenger Ship,imo match,1,73,MAK
21873,623986077551788031,525100334,8908789,133.0,20.0,Passenger,Ro Ro Cargo Ship,2023-07-06 08:41:44,Indonesia,T-AIS,ID.SURABAYA,12.35,11.55,1688632904,1688653790,1688674484,0.00026007981152517207,0.0007843727855525582,-7.191075,112.71238667,-7.191017758620689,112.7134474137931,-7.19124167,112.71299833,At Anchor,57,2,2,58,valid,"LINESTRING (112.71238667 -7.191075, 112.7134474137931 -7.191017758620689,112.71299833 -7.19124167)",POINT (112.7134474137931 -7.191017758620689),8908789,NIKI SEJAHTERA,525100334.0,Indonesia,Indonesia,F,9982,2726,Ro-Ro Cargo Ship,imo match,1,35,SUB
763,623986047777472511,525501474,9162162,0.0,0.0,Passenger,,2023-07-06 08:50:44,Indonesia,S-AIS,REDESURABAYA,208.46666666666667,208.03333333333333,1688633444,1688999199,1689382377,0.0008883102187776027,0.0008483491505924967,-7.03166667,112.675,-7.031388824140944,112.6745035030897,-7.03166667,112.675,At Anchor,3434,2,2,3434,valid,"LINESTRING (112.675 -7.03166667, 112.6745035030897 -7.031388824140944,112.675 -7.03166667)",POINT (112.6745035030897 -7.031388824140944),9162162,DHARMA KARTIKA 2,525501474.0,Indonesia,Indonesia,I,20876,3648,Passenger/Ro-Ro Ship (Vehicles),imo match,2,35,GRE
27171,623960962076704767,525002088,6612908,124.0,18.0,Passenger,Passenger Ship,2023-07-06 09:00:47,Indonesia,T-AIS,MERAK - BAKAHUNI PP,0.5,0.0,1688634047,1688634047,1688634047,0.0,0.0,-5.950885,105.95102667,-5.950885,105.95102667,-5.950885,105.95102667,Under Way Using Engine,1,2,2,1,invalid,POINT (105.95102667 -5.950885),POINT (105.95102667 -5.950885),6612908,MABUHAY NUSANTARA,525002088.0,Indonesia,Indonesia,I,5035,1101,Passenger Ship,imo match,1,36,IBP
6019,624118019019079679,525101036,9808077,44.0,9.0,Passenger,Passenger Ship,2023-07-06 09:31:07,Indonesia,T-AIS,ID MAK,15.066666666666666,14.366666666666667,1688635867,1688660664,1688687632,0.0003558749700500284,2.837816832594668e-05,-5.11011333,119.42456,-5.110060349677419,119.42448365596772,-5.10730667,119.42453333,Moored,61,2,2,62,valid,"LINESTRING (119.42456 -5.11011333, 119.42448365596772 -5.110060349677419,119.42453333 -5.10730667)",POINT (119.42448365596772 -5.110060349677419),9808077,SABUK NUSANTARA 66,525101036.0,Indonesia,Indonesia,I,563,200,General Cargo/Passenger Ship,imo match,1,73,MAK
11719,624118019501654015,525005031,9139672,147.0,24.0,Passenger,Passenger Ship,2023-07-06 09:35:06,Indonesia,T-AIS,MKSSR,0.9,0.55,1688636106,1688637090,1688638074,0.0001013496149476228,0.0005550788232368034,-5.10371167,119.38571333,-5.103783335,119.38532083,-5.103855,119.38492833,Underway Sailing,2,2,2,2,valid,"LINESTRING (119.38571333 -5.10371167, 119.38532083 -5.103783335,119.38492833 -5.103855)",POINT (119.38532083 -5.103783335),9139672,SINABUNG,525005031.0,Indonesia,Indonesia,I,14716,3485,Passenger Ship,imo match,1,73,MAK
11776,624118019000958975,525119055,9841665,70.0,14.0,Passenger,,2023-07-06 09:57:44,Indonesia,T-AIS,MAKASSAR,63.05,53.1,1688637464,1688733064,1688828626,1.9367148431980506e-05,0.0001206710100554337,-5.12653,119.40666167,-5.126530641584905,119.4066401513585,-5.12633167,119.40469167,Moored,265,2,2,265,valid,"LINESTRING (119.40666167 -5.12653, 119.4066401513585 -5.126530641584905,119.40469167 -5.12633167)",POINT (119.4066401513585 -5.126530641584905),9841665,SABUK NUSANTARA 84,525119055.0,Indonesia,Indonesia,I,2097,712,General Cargo/Passenger Ship,imo match,1,73,MAK
4232,623276211186466815,525200211,9859492,0.0,0.0,Passenger,,2023-07-06 10:22:50,Indonesia,S-AIS,TPI BATAM RETURN,22.2,0.0,1688638970,1688638970,1688638970,0.0,0.0,0.93666667,104.44833333,0.93666667,104.44833333,0.93666667,104.44833333,Under Way Using Engine,1,2,2,1,invalid,POINT (104.44833333 0.93666667),POINT (104.44833333 0.93666667),9859492,OCEAN DRAGON 6,525200211.0,Indonesia,Indonesia,I,152,0,Passenger Ship,imo match,2,21,TNJ
1044,623276214399074303,563190700,9997440,39.0,10.0,Passenger,,2023-07-06 10:27:39,Singapore,S-AIS,BTC TO HFC,1.1,0.0,1688639259,1688639259,1688639259,0.0,0.0,1.13166667,104.055,1.13166667,104.055,1.13166667,104.055,Under Way Using Engine,1,2,2,1,invalid,POINT (104.055 1.13166667),POINT (104.055 1.13166667),9997440,CVIJETA,238073110.0,Croatia,Croatia,I,397,39,Passenger Ship,imo match,1,21,BUR
4308,623960961453948927,525001121,9764611,50.0,20.0,Passenger,Passenger Ship,2023-07-06 10:29:35,Indonesia,T-AIS,MERAK - BAKAUHENI,0.6666666666666666,0.08333333333333333,1688639375,1688639556,1688639696,0.00040965849826409456,0.0008716067803976517,-5.95186167,105.95662,-5.95199389,105.95738388666666,-5.95166667,105.95833333,Underway Sailing,3,2,2,3,valid,"LINESTRING (105.95662 -5.95186167, 105.95738388666666 -5.95199389,105.95833333 -5.95166667)",POINT (105.95738388666666 -5.95199389),9764611,SEBUKU,525001121.0,Indonesia,Indonesia,I,5553,1157,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
22039,623986077539696639,525200723,9035113,186.0,26.0,Passenger,,2023-07-06 10:29:40,Indonesia,T-AIS,SURABAYA,10.3,9.833333333333334,1688639380,1688655475,1688674813,0.00018725481746387974,7.768620291862475e-05,-7.196635,112.73099667,-7.196596740444444,112.73099970377777,-7.19558333,112.73137333,Moored,43,2,2,45,valid,"LINESTRING (112.73099667 -7.196635, 112.73099970377777 -7.196596740444444,112.73137333 -7.19558333)",POINT (112.73099970377777 -7.196596740444444),9035113,DHARMA FERRY VII,525200723.0,Indonesia,Indonesia,I,27621,5814,Passenger/Ro-Ro Ship (Vehicles),imo match,1,35,SUB
15462,623511062692003839,525005052,9281542,147.0,12.0,Passenger,Passenger Ship,2023-07-06 10:33:35,Indonesia,S-AIS,SERUI,2.5166666666666666,0.05,1688639615,1688639707,1688639799,0.0011785136590002484,0.0,-3.23166667,135.58,-3.230833335,135.58,-3.23,135.58,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (135.58 -3.23166667, 135.58 -3.230833335,135.58 -3.23)",POINT (135.58 -3.230833335),9281542,LABOBAR,525005052.0,Indonesia,Indonesia,I,15136,3482,Passenger Ship,imo match,2,91,NBX
