,mmsi,vessel_name,Port,dt_pos_utc,fc_vessel,OperatorCountryOfRegistration,OperatorCountryofDomicileName,vessel_type,ns_vessel,draught,time,diff_time_hours,diff_time_minutes
0,205744000,VASCO DA GAMA,BUR,2023-11-12 05:07:18,Belgium,Luxembourg,Luxembourg,Other,Under Way Using Engine,7.0,,,
1,205783000,MINERAL FAITH,SGQ,2023-11-01 08:45:10,Belgium,Belgium,Belgium,Cargo,Under Way Using Engine,8.8,508487.0,141.2463888888889,8474.783333333333
2,205783000,MINERAL FAITH,SGQ,2023-11-07 06:16:24,Belgium,Belgium,Belgium,Cargo,Under Way Using Engine,8.8,129159.0,35.8775,2152.65
3,209008000,LABRADOR,IBP,2023-05-14 05:56:00,Cyprus,Cyprus,Cyprus,Cargo,Under Way Using Engine,6.2,404354.0,112.32055555555556,6739.233333333334
4,209008000,LABRADOR,IBP,2023-05-18 22:28:47,Cyprus,Cyprus,Cyprus,Cargo,Under Way Using Engine,8.7,510.0,0.14166666666666666,8.5
5,209138000,WARNOW CHIEF,SRG,2023-05-09 16:58:29,Cyprus,Denmark,Denmark,Cargo,Under Way Using Engine,8.4,59868.0,16.63,997.8
6,209138000,WARNOW CHIEF,SRG,2023-05-10 09:55:28,Cyprus,Denmark,Denmark,Cargo,Under Way Using Engine,8.4,91018.0,25.282777777777778,1516.9666666666667
7,209138000,WARNOW CHIEF,SRG,2023-05-16 14:36:13,Cyprus,Denmark,Denmark,Cargo,Under Way Using Engine,7.4,126276.0,35.07666666666667,2104.6
8,209138000,WARNOW CHIEF,SRG,2023-05-23 11:20:39,Cyprus,Denmark,Denmark,Cargo,Under Way Using Engine,7.6,161383.0,44.82861111111111,2689.7166666666667
9,209138000,WARNOW CHIEF,SRG,2023-05-30 23:22:03,Cyprus,Denmark,Denmark,Cargo,Under Way Using Engine,7.9,109544.0,30.42888888888889,1825.7333333333333
10,209171000,LADYCHARM,SGQ,2023-02-27 08:11:59,Cyprus,Marshall Islands,Cyprus,Cargo,Under Way Using Engine,8.6,1767532.0,490.9811111111111,29458.866666666665
11,209171000,LADYCHARM,SGQ,2023-03-19 19:38:51,Cyprus,Marshall Islands,Cyprus,Cargo,Under Way Using Engine,8.6,93696.0,26.026666666666667,1561.6
12,209191000,ONE ENERGY,BPN,2023-11-13 15:23:53,Cyprus,Germany,Germany,Cargo,Under Way Using Engine,6.7,149564.0,41.54555555555555,2492.733333333333
13,209271000,CLIMATE JUSTICE,BDJ,2023-12-14 07:55:40,Cyprus,Cyprus,Cyprus,Cargo,At Anchor,8.3,9181.0,2.5502777777777776,153.01666666666668
14,209271000,CLIMATE JUSTICE,BDJ,2023-12-14 16:43:40,Cyprus,Cyprus,Cyprus,Cargo,At Anchor,8.3,3239.0,0.8997222222222222,53.983333333333334
15,209279000,EVNIA,BDJ,2023-05-05 05:44:39,Cyprus,Liberia,Greece,Cargo,Under Way Using Engine,6.3,157499.0,43.749722222222225,2624.983333333333
