,mmsi,vessel_name,Port,dt_pos_utc,fc_vessel,OperatorCountryOfRegistration,OperatorCountryofDomicileName,vessel_type,ns_vessel,draught,time,diff_time_hours,diff_time_minutes
157038,563002940,WAVEMASTER 6,BUR,2023-03-17 03:11:59,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,5195.0,1.4430555555555555,86.58333333333333
157039,563002940,WAVEMASTER 6,BUR,2023-03-17 10:40:39,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,65718.0,18.255,1095.3
157040,563002940,WAVEMASTER 6,BUR,2023-03-18 07:44:46,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,2936.0,0.8155555555555556,48.93333333333333
157041,563002940,WAVEMASTER 6,BUR,2023-03-18 10:35:26,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,66183.0,18.384166666666665,1103.05
157042,563002940,WAVEMASTER 6,BUR,2023-03-19 07:51:59,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,3688.0,1.0244444444444445,61.46666666666667
157043,563002940,WAVEMASTER 6,BUR,2023-03-19 23:41:03,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,318.0,0.08833333333333333,5.3
157044,563002940,WAVEMASTER 6,BUR,2023-03-20 07:05:08,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,3923.0,1.0897222222222223,65.38333333333334
157045,563002940,WAVEMASTER 6,BUR,2023-03-20 10:59:04,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,234.0,0.065,3.9
157046,563002940,WAVEMASTER 6,BUR,2023-03-20 13:13:07,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,232.0,0.06444444444444444,3.8666666666666667
157047,563002940,WAVEMASTER 6,BUR,2023-03-20 13:35:41,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,34809.0,9.669166666666667,580.15
157048,563002940,WAVEMASTER 6,BUR,2023-03-21 03:14:46,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,4549.0,1.263611111111111,75.81666666666666
157049,563002940,WAVEMASTER 6,BUR,2023-03-21 08:34:29,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,633.0,0.17583333333333334,10.55
157050,563002940,WAVEMASTER 6,BUR,2023-03-22 08:01:08,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,1607.0,0.4463888888888889,26.783333333333335
157051,563002940,WAVEMASTER 6,BUR,2023-03-22 10:56:22,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,44696.0,12.415555555555555,744.9333333333333
157052,563002940,WAVEMASTER 6,BUR,2023-03-23 00:55:25,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,1968.0,0.5466666666666666,32.8
157053,563002940,WAVEMASTER 6,BUR,2023-03-23 07:48:16,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,3151.0,0.8752777777777778,52.516666666666666
157054,563002940,WAVEMASTER 6,BUR,2023-03-23 10:17:31,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,97673.0,27.13138888888889,1627.8833333333334
157055,563002940,WAVEMASTER 6,BUR,2023-03-25 03:09:41,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,6653.0,1.8480555555555556,110.88333333333334
157056,563002940,WAVEMASTER 6,BUR,2023-03-25 10:29:03,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,54338.0,15.09388888888889,905.6333333333333
157057,563002940,WAVEMASTER 6,BUR,2023-03-26 03:07:45,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,6674.0,1.853888888888889,111.23333333333333
157058,563002940,WAVEMASTER 6,BUR,2023-03-26 10:22:43,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,46336.0,12.87111111111111,772.2666666666667
157059,563002940,WAVEMASTER 6,BUR,2023-03-27 03:05:37,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,6422.0,1.7838888888888889,107.03333333333333
157060,563002940,WAVEMASTER 6,TNJ,2023-03-28 00:35:10,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,248.0,0.06888888888888889,4.133333333333334
157061,563002940,WAVEMASTER 6,TNJ,2023-03-28 06:08:56,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,382.0,0.10611111111111111,6.366666666666666
157062,563002940,WAVEMASTER 6,TNJ,2023-03-28 11:15:20,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,276.0,0.07666666666666666,4.6
157063,563002940,WAVEMASTER 6,TNJ,2023-03-29 00:37:34,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,87.0,0.024166666666666666,1.45
157064,563002940,WAVEMASTER 6,TNJ,2023-03-29 05:05:37,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,62.0,0.017222222222222222,1.0333333333333334
157065,563002940,WAVEMASTER 6,TNJ,2023-03-29 06:07:02,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.1,346.0,0.0961111111111111,5.766666666666667
157066,563002940,WAVEMASTER 6,TNJ,2023-03-30 06:00:28,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,273.0,0.07583333333333334,4.55
157067,563002940,WAVEMASTER 6,TNJ,2023-03-30 11:30:36,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,46941.0,13.039166666666667,782.35
157068,563002940,WAVEMASTER 6,TNJ,2023-03-31 05:21:40,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,602.0,0.16722222222222222,10.033333333333333
157069,563002940,WAVEMASTER 6,BUR,2023-04-01 01:13:59,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,40.0,0.011111111111111112,0.6666666666666666
157070,563002940,WAVEMASTER 6,TNJ,2023-04-02 05:03:14,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,288.0,0.08,4.8
157071,563002940,WAVEMASTER 6,TNJ,2023-04-02 11:21:15,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,111.0,0.030833333333333334,1.85
157072,563002940,WAVEMASTER 6,BUR,2023-04-03 01:17:09,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,900.0,0.25,15.0
157073,563002940,WAVEMASTER 6,TNJ,2023-04-03 05:05:10,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,222.0,0.06166666666666667,3.7
157074,563002940,WAVEMASTER 6,TNJ,2023-04-03 06:00:24,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,337.0,0.09361111111111112,5.616666666666666
157075,563002940,WAVEMASTER 6,TNJ,2023-04-03 11:27:25,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,47730.0,13.258333333333333,795.5
157076,563002940,WAVEMASTER 6,TNJ,2023-04-04 05:00:35,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,246.0,0.06833333333333333,4.1
157077,563002940,WAVEMASTER 6,TNJ,2023-04-05 11:22:52,Singapore,Singapore,Singapore,Passenger,Under Way Using Engine,2.3,198.0,0.055,3.3
